artist,album_name,album_uri,track,trackuri,release_date,id,song_uri,track_href,analysis_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Dorrough Music,Dorrough Music,spotify:album:7tQio1GqNsxNOFQ80v2i1k,Ice Cream Paint Job,spotify:track:4LwVZGK3LSRHMjrpDrY9oz,8/4/2009,7g7o2dAUn0Dz4h4CLeJSxh,spotify:track:7g7o2dAUn0Dz4h4CLeJSxh,https://api.spotify.com/v1/tracks/7g7o2dAUn0Dz4h4CLeJSxh,https://api.spotify.com/v1/audio-analysis/7g7o2dAUn0Dz4h4CLeJSxh,0.883,0.571,11,-8.411,1,0.0622,0.0569,0,0.126,0.628,83.989,241827,4
Yung Joc,New Joc City,spotify:album:5NiSzDIbZGLhhNDaIyK5Cs,It's Goin' Down (feat. Nitti),spotify:track:7g7o2dAUn0Dz4h4CLeJSxh,6/6/2006,6mvgPxfJqE3L14Mvg4v7wo,spotify:track:6mvgPxfJqE3L14Mvg4v7wo,https://api.spotify.com/v1/tracks/6mvgPxfJqE3L14Mvg4v7wo,https://api.spotify.com/v1/audio-analysis/6mvgPxfJqE3L14Mvg4v7wo,0.733,0.478,8,-11.13,1,0.163,0.016,1.87e-05,0.284,0.308,80.011,241413,4
Drake,Views,spotify:album:5Eh3UJQnR3SRcYAuNTlj2s,Childs Play,spotify:track:6mvgPxfJqE3L14Mvg4v7wo,5/13/2016,1DoS5ql0TW3ejjJGHbsAmz,spotify:track:1DoS5ql0TW3ejjJGHbsAmz,https://api.spotify.com/v1/tracks/1DoS5ql0TW3ejjJGHbsAmz,https://api.spotify.com/v1/audio-analysis/1DoS5ql0TW3ejjJGHbsAmz,0.719,0.487,9,-6.21,0,0.0604,0.711,8.36e-05,0.0958,0.345,121.729,301639,4
Masego,Tadow,spotify:album:66q4QLWTKxEZnADbRRTnSd,Tadow,spotify:track:1DoS5ql0TW3ejjJGHbsAmz,10/6/2017,0hUVneFLTrtUwMxyNO4lQQ,spotify:track:0hUVneFLTrtUwMxyNO4lQQ,https://api.spotify.com/v1/tracks/0hUVneFLTrtUwMxyNO4lQQ,https://api.spotify.com/v1/audio-analysis/0hUVneFLTrtUwMxyNO4lQQ,0.755,0.904,6,-3.378,0,0.259,0.131,0,0.264,0.571,127.027,220079,4
The Game,The Documentary 2.5,spotify:album:5U0v6ooR66lAySzUOTzsws,The Game & Skrillex: El Chapo,spotify:track:0hUVneFLTrtUwMxyNO4lQQ,10/16/2015,2mYyn09lOaR6UVHCfjVfFe,spotify:track:2mYyn09lOaR6UVHCfjVfFe,https://api.spotify.com/v1/tracks/2mYyn09lOaR6UVHCfjVfFe,https://api.spotify.com/v1/audio-analysis/2mYyn09lOaR6UVHCfjVfFe,0.642,0.517,8,-4.876,1,0.0584,0.0317,0,0.244,0.0391,140.136,277987,4
Kanye West,H•A•M,spotify:album:5RpqpAgppsv5qLqFdolHSf,H•A•M - Edited Version,spotify:track:2mYyn09lOaR6UVHCfjVfFe,1/1/2011,1yxgsra98r3qAtxqiGZPiX,spotify:track:1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,190678,4
Travis Scott,BUTTERFLY EFFECT,spotify:album:4fOw7xSDwqb58Z2Qia5j81,BUTTERFLY EFFECT,spotify:track:1yxgsra98r3qAtxqiGZPiX,5/18/2017,2fy3rYGfYeY24CDPtlQdPq,spotify:track:2fy3rYGfYeY24CDPtlQdPq,https://api.spotify.com/v1/tracks/2fy3rYGfYeY24CDPtlQdPq,https://api.spotify.com/v1/audio-analysis/2fy3rYGfYeY24CDPtlQdPq,0.841,0.755,1,-6.324,1,0.338,0.059,0,0.109,0.786,85.499,268827,4
Eminem,Curtain Call: The Hits,spotify:album:3eFDUa0q5bS0bYMp9LGJLk,My Name Is,spotify:track:2fy3rYGfYeY24CDPtlQdPq,12/6/2005,65pX1V69TGPSYKI8F76Nby,spotify:track:65pX1V69TGPSYKI8F76Nby,https://api.spotify.com/v1/tracks/65pX1V69TGPSYKI8F76Nby,https://api.spotify.com/v1/audio-analysis/65pX1V69TGPSYKI8F76Nby,0.783,0.709,8,-5.795,0,0.213,0.0365,6.05e-06,0.861,0.502,80.054,402840,4
Eminem,Curtain Call: The Hits,spotify:album:3eFDUa0q5bS0bYMp9LGJLk,Stan,spotify:track:65pX1V69TGPSYKI8F76Nby,12/6/2005,2WXUcFnJPPATncUkPYC54v,spotify:track:2WXUcFnJPPATncUkPYC54v,https://api.spotify.com/v1/tracks/2WXUcFnJPPATncUkPYC54v,https://api.spotify.com/v1/audio-analysis/2WXUcFnJPPATncUkPYC54v,0.937,0.615,5,-6.521,0,0.061,0.0806,0,0.0602,0.771,104.482,283693,4
Eminem,Curtain Call: The Hits,spotify:album:3eFDUa0q5bS0bYMp9LGJLk,The Real Slim Shady,spotify:track:2WXUcFnJPPATncUkPYC54v,12/6/2005,5sdjP6WpDav6FZUE20efFs,spotify:track:5sdjP6WpDav6FZUE20efFs,https://api.spotify.com/v1/tracks/5sdjP6WpDav6FZUE20efFs,https://api.spotify.com/v1/audio-analysis/5sdjP6WpDav6FZUE20efFs,0.926,0.71,8,-1.52,1,0.0786,0.0775,0,0.153,0.635,133.927,222253,4
Dr. Dre,2001,spotify:album:4zAy084VKE74mjySXPMlaW,Forgot About Dre - Album Version (Edited),spotify:track:5sdjP6WpDav6FZUE20efFs,11/16/1999,6C6Hoe2mHLPYj3A4DowNac,spotify:track:6C6Hoe2mHLPYj3A4DowNac,https://api.spotify.com/v1/tracks/6C6Hoe2mHLPYj3A4DowNac,https://api.spotify.com/v1/audio-analysis/6C6Hoe2mHLPYj3A4DowNac,0.664,0.489,5,-8.202,1,0.0854,0.224,0,0.0823,0.122,81.937,179613,4
Post Malone,Stoney (Deluxe),spotify:album:2TbtBmA00IP0P1GpUqIaXS,Go Flex,spotify:track:6C6Hoe2mHLPYj3A4DowNac,12/9/2016,0ZWyDBbzfvvdglgFjLlWaz,spotify:track:0ZWyDBbzfvvdglgFjLlWaz,https://api.spotify.com/v1/tracks/0ZWyDBbzfvvdglgFjLlWaz,https://api.spotify.com/v1/audio-analysis/0ZWyDBbzfvvdglgFjLlWaz,0.787,0.902,2,-6.562,1,0.271,0.00286,0.000325,0.0792,0.77,87.218,278387,4
2Pac,All Eyez On Me,spotify:album:72goIyj3U9hxLcOaPRDlSV,Ambitionz Az A Ridah,spotify:track:0ZWyDBbzfvvdglgFjLlWaz,2005,3Hm9ljHpqTXAFYFtGDTyKj,spotify:track:3Hm9ljHpqTXAFYFtGDTyKj,https://api.spotify.com/v1/tracks/3Hm9ljHpqTXAFYFtGDTyKj,https://api.spotify.com/v1/audio-analysis/3Hm9ljHpqTXAFYFtGDTyKj,0.907,0.757,9,-4.768,0,0.157,0.0849,0,0.0826,0.887,148.039,298187,4
Eminem,The Eminem Show,spotify:album:6FSYxVo82U1lXyDAKYqpvi,Cleanin' Out My Closet,spotify:track:3Hm9ljHpqTXAFYFtGDTyKj,5/26/2002,7AZm1dJmjtc5me6kXUY8mj,spotify:track:7AZm1dJmjtc5me6kXUY8mj,https://api.spotify.com/v1/tracks/7AZm1dJmjtc5me6kXUY8mj,https://api.spotify.com/v1/audio-analysis/7AZm1dJmjtc5me6kXUY8mj,0.885,0.721,9,-7.157,1,0.303,0.318,0,0.12,0.57,97.206,256373,4
The Notorious B.I.G.,90's The Collection,spotify:album:4N45A1VFeYSJcAVFNxagTz,Juicy - Radio Edit; 2014 Remaster,spotify:track:7AZm1dJmjtc5me6kXUY8mj,6/23/2017,6VUmPW4P9jz0JIXVHX7Rfp,spotify:track:6VUmPW4P9jz0JIXVHX7Rfp,https://api.spotify.com/v1/tracks/6VUmPW4P9jz0JIXVHX7Rfp,https://api.spotify.com/v1/audio-analysis/6VUmPW4P9jz0JIXVHX7Rfp,0.864,0.51,4,-7.788,0,0.259,0.0426,0,0.353,0.81,82.987,271160,4
Nelly,Sweatsuit,spotify:album:0tExtFs7kZ8Fat4aoh4ho5,Grillz,spotify:track:6VUmPW4P9jz0JIXVHX7Rfp,11/25/2005,2W2fyQFQxkLXx5YDMZwSt1,spotify:track:2W2fyQFQxkLXx5YDMZwSt1,https://api.spotify.com/v1/tracks/2W2fyQFQxkLXx5YDMZwSt1,https://api.spotify.com/v1/audio-analysis/2W2fyQFQxkLXx5YDMZwSt1,0.848,0.482,10,-9.045,0,0.141,0.264,1.43e-06,0.111,0.218,91.998,337680,4
Lil Wayne,Believe Me,spotify:album:2eQJZxsGMz3fix8Af6OKhX,Believe Me,spotify:track:2W2fyQFQxkLXx5YDMZwSt1,5/28/2014,61T2H6w0ggQdhCvVegLl99,spotify:track:61T2H6w0ggQdhCvVegLl99,https://api.spotify.com/v1/tracks/61T2H6w0ggQdhCvVegLl99,https://api.spotify.com/v1/audio-analysis/61T2H6w0ggQdhCvVegLl99,0.758,0.451,7,-9.454,1,0.104,0.0273,9.48e-05,0.566,0.353,77.175,198960,4
Drake,Scary Hours,spotify:album:10wYcqlvwcxtn1to55TYtR,God's Plan,spotify:track:61T2H6w0ggQdhCvVegLl99,1/19/2018,5GvsfvMvC8oAzfmS6BDPEr,spotify:track:5GvsfvMvC8oAzfmS6BDPEr,https://api.spotify.com/v1/tracks/5GvsfvMvC8oAzfmS6BDPEr,https://api.spotify.com/v1/audio-analysis/5GvsfvMvC8oAzfmS6BDPEr,0.716,0.618,9,-9.708,1,0.32,0.0247,6.36e-05,0.0555,0.473,95.131,208563,4
G-Eazy,You Got Me,spotify:album:34mF2bvsz3NIBdHFKCY5Sg,You Got Me,spotify:track:5GvsfvMvC8oAzfmS6BDPEr,8/12/2015,4bDjM8NKNGJIk7OMsMJvmK,spotify:track:4bDjM8NKNGJIk7OMsMJvmK,https://api.spotify.com/v1/tracks/4bDjM8NKNGJIk7OMsMJvmK,https://api.spotify.com/v1/audio-analysis/4bDjM8NKNGJIk7OMsMJvmK,0.395,0.656,1,-8.372,0,0.224,0.00952,0,0.42,0.333,149.83,261027,4
A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",spotify:album:0J9SxcoNOYJPwfwvBYe0M6,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",spotify:track:4bDjM8NKNGJIk7OMsMJvmK,5/8/2015,59oFyD6yvoTiIHjzUrINep,spotify:track:59oFyD6yvoTiIHjzUrINep,https://api.spotify.com/v1/tracks/59oFyD6yvoTiIHjzUrINep,https://api.spotify.com/v1/audio-analysis/59oFyD6yvoTiIHjzUrINep,0.709,0.613,2,-7.384,0,0.111,0.675,0.0226,0.126,0.513,79.971,255373,4
Lil Wayne,Tha Carter IV,spotify:album:2jWBG7AZTz0h9SvbGJfo33,President Carter,spotify:track:59oFyD6yvoTiIHjzUrINep,1/1/2011,4rp0Q2zoGBYyArMKAe2Xqu,spotify:track:4rp0Q2zoGBYyArMKAe2Xqu,https://api.spotify.com/v1/tracks/4rp0Q2zoGBYyArMKAe2Xqu,https://api.spotify.com/v1/audio-analysis/4rp0Q2zoGBYyArMKAe2Xqu,0.553,0.808,11,-4.471,0,0.265,0.0247,0,0.21,0.23,151.093,294813,4
Lil Wayne,The Leak,spotify:album:3MqtFRmZhB4BVhHgJbl4nz,I'm Me - Album Version (Edited),spotify:track:4rp0Q2zoGBYyArMKAe2Xqu,1/1/2007,7Kps2TvrrtX5cK0rcmJWM5,spotify:track:7Kps2TvrrtX5cK0rcmJWM5,https://api.spotify.com/v1/tracks/7Kps2TvrrtX5cK0rcmJWM5,https://api.spotify.com/v1/audio-analysis/7Kps2TvrrtX5cK0rcmJWM5,0.679,0.793,10,-3.716,1,0.0923,0.2,0,0.0876,0.351,79.987,240733,4
Mike Jones,Mr. Jones,spotify:album:1RibbLfpNQjeWp0dcCNcuT,Mr. Jones,spotify:track:7Kps2TvrrtX5cK0rcmJWM5,1/9/2007,1WH1mGKDXbvV3EApLMOaXn,spotify:track:1WH1mGKDXbvV3EApLMOaXn,https://api.spotify.com/v1/tracks/1WH1mGKDXbvV3EApLMOaXn,https://api.spotify.com/v1/audio-analysis/1WH1mGKDXbvV3EApLMOaXn,0.418,0.822,8,-5.06,1,0.0545,0.000123,0,0.266,0.108,98.936,305840,5
Lil Wayne,Tha Carter IV (Deluxe),spotify:album:0YZeS7texPrYmpsqvhuXw8,She Will,spotify:track:1WH1mGKDXbvV3EApLMOaXn,1/1/2011,4uy2mEVpwD5iJxh4xp5ZRG,spotify:track:4uy2mEVpwD5iJxh4xp5ZRG,https://api.spotify.com/v1/tracks/4uy2mEVpwD5iJxh4xp5ZRG,https://api.spotify.com/v1/audio-analysis/4uy2mEVpwD5iJxh4xp5ZRG,0.458,0.706,8,-6.57,1,0.209,0.0825,0,0.134,0.21,147.916,191867,4
Lil Wayne,Tha Carter III,spotify:album:6dSAHNbY4qs6a6ShBFQUAw,Phone Home - Album Version (Edited),spotify:track:4uy2mEVpwD5iJxh4xp5ZRG,1/1/2008,14Y3DZA1A8XpZBcZKfYkPV,spotify:track:14Y3DZA1A8XpZBcZKfYkPV,https://api.spotify.com/v1/tracks/14Y3DZA1A8XpZBcZKfYkPV,https://api.spotify.com/v1/audio-analysis/14Y3DZA1A8XpZBcZKfYkPV,0.557,0.51,8,-8.31,1,0.255,0.129,1.85e-05,0.275,0.891,76.231,308867,4
Lil Wayne,Tha Carter III,spotify:album:6dSAHNbY4qs6a6ShBFQUAw,Let The Beat Build - Album Version (Edited),spotify:track:14Y3DZA1A8XpZBcZKfYkPV,1/1/2008,7dTWoWDSc1gQA0BpJXKBBQ,spotify:track:7dTWoWDSc1gQA0BpJXKBBQ,https://api.spotify.com/v1/tracks/7dTWoWDSc1gQA0BpJXKBBQ,https://api.spotify.com/v1/audio-analysis/7dTWoWDSc1gQA0BpJXKBBQ,0.916,0.555,6,-5.053,1,0.183,0.213,0,0.078,0.928,111.965,287200,5
Lil Wayne,Tha Carter III,spotify:album:6dSAHNbY4qs6a6ShBFQUAw,Mrs. Officer - Album Version (Edited),spotify:track:7dTWoWDSc1gQA0BpJXKBBQ,1/1/2008,2lVDc57IMK6nypg2iuEWVR,spotify:track:2lVDc57IMK6nypg2iuEWVR,https://api.spotify.com/v1/tracks/2lVDc57IMK6nypg2iuEWVR,https://api.spotify.com/v1/audio-analysis/2lVDc57IMK6nypg2iuEWVR,0.925,0.748,11,-5.572,0,0.278,0.0484,0,0.101,0.615,92.978,243027,4
J-Kwon,Tipsy,spotify:album:5Woeg9DhPiMTP0MwKRqT0t,Tipsy - Radio Mix,spotify:track:2lVDc57IMK6nypg2iuEWVR,1/25/2004,1AcKboMkn1HekyJSlKKEc3,spotify:track:1AcKboMkn1HekyJSlKKEc3,https://api.spotify.com/v1/tracks/1AcKboMkn1HekyJSlKKEc3,https://api.spotify.com/v1/audio-analysis/1AcKboMkn1HekyJSlKKEc3,0.764,0.622,11,-6.355,0,0.249,0.43,0,0.144,0.671,161.486,252840,4
Ludacris,Chicken - N - Beer,spotify:album:3hJHXxX04PNuGFIxdEHGzg,Diamond In The Back,spotify:track:1AcKboMkn1HekyJSlKKEc3,1/1/2003,5qOBI8vpRbFpvWq2BrerVo,spotify:track:5qOBI8vpRbFpvWq2BrerVo,https://api.spotify.com/v1/tracks/5qOBI8vpRbFpvWq2BrerVo,https://api.spotify.com/v1/audio-analysis/5qOBI8vpRbFpvWq2BrerVo,0.614,0.808,7,-12.864,1,0.0465,0.00636,0.803,0.104,0.0375,139.999,337714,3
Kangding Ray,Hollow,spotify:album:7eAhdPDPdaZkmVm2t96kgu,Hollow,spotify:track:5qOBI8vpRbFpvWq2BrerVo,5/10/2024,6LWco27gBvv9AT6GL0VHvv,spotify:track:6LWco27gBvv9AT6GL0VHvv,https://api.spotify.com/v1/tracks/6LWco27gBvv9AT6GL0VHvv,https://api.spotify.com/v1/audio-analysis/6LWco27gBvv9AT6GL0VHvv,0.777,0.858,11,-7.899,0,0.0789,0.193,0.94,0.109,0.401,139.999,318500,4
BLANKA (ES),Between Heaven,spotify:album:45DqjmZygEn9OR2yCBW3Rp,Holding Pattern,spotify:track:6LWco27gBvv9AT6GL0VHvv,5/10/2024,2B8O2z6I7XIPmVXeZKULJ1,spotify:track:2B8O2z6I7XIPmVXeZKULJ1,https://api.spotify.com/v1/tracks/2B8O2z6I7XIPmVXeZKULJ1,https://api.spotify.com/v1/audio-analysis/2B8O2z6I7XIPmVXeZKULJ1,0.612,0.993,6,-5.768,0,0.0714,0.00352,0.848,0.222,0.571,143.989,446248,5
Xris Vavrzhina,SWAPPED,spotify:album:01KcuwvW4M25nHiFgMHEaN,Avangard - Original Mix,spotify:track:2B8O2z6I7XIPmVXeZKULJ1,5/5/2024,4HJ0ifNHVgaNJZ4H73q8pk,spotify:track:4HJ0ifNHVgaNJZ4H73q8pk,https://api.spotify.com/v1/tracks/4HJ0ifNHVgaNJZ4H73q8pk,https://api.spotify.com/v1/audio-analysis/4HJ0ifNHVgaNJZ4H73q8pk,0.497,0.989,10,-7.396,0,0.0925,0.0039,0.772,0.321,0.597,134.007,318816,3
SKZ,Arguments,spotify:album:0RgM6HQOIWkRN9DRi8gjaJ,Argument 1,spotify:track:4HJ0ifNHVgaNJZ4H73q8pk,5/10/2024,1Y7NlSbYkboRKMgU5btA1v,spotify:track:1Y7NlSbYkboRKMgU5btA1v,https://api.spotify.com/v1/tracks/1Y7NlSbYkboRKMgU5btA1v,https://api.spotify.com/v1/audio-analysis/1Y7NlSbYkboRKMgU5btA1v,0.51,0.543,6,-15.459,0,0.0351,0.112,0.873,0.179,0.386,140.995,354002,4
Perfo,It Was Not Coffee,spotify:album:6LnhO8lrGVsosS9oSiDIs9,It Was Not Coffee,spotify:track:1Y7NlSbYkboRKMgU5btA1v,4/29/2024,3q4fm9Rkvko1Ul3webLMGs,spotify:track:3q4fm9Rkvko1Ul3webLMGs,https://api.spotify.com/v1/tracks/3q4fm9Rkvko1Ul3webLMGs,https://api.spotify.com/v1/audio-analysis/3q4fm9Rkvko1Ul3webLMGs,0.685,0.882,11,-8.993,0,0.128,0.00672,0.835,0.117,0.0893,128.99,301196,4
Mike Dehnert,URSPRUNG,spotify:album:7hFEUet0mtZ7Ebmna81kwb,be worry don't happy,spotify:track:3q4fm9Rkvko1Ul3webLMGs,5/10/2024,0bhf0Y5XRGEvcePVLOGvUp,spotify:track:0bhf0Y5XRGEvcePVLOGvUp,https://api.spotify.com/v1/tracks/0bhf0Y5XRGEvcePVLOGvUp,https://api.spotify.com/v1/audio-analysis/0bhf0Y5XRGEvcePVLOGvUp,0.525,0.86,10,-8.416,0,0.0366,0.00876,0.864,0.111,0.819,139.97,331343,4
Tensal,Photon Radiation EP,spotify:album:6MMC5TGEbpnB9CquFt5QWF,Photon Radiation,spotify:track:0bhf0Y5XRGEvcePVLOGvUp,5/10/2024,29Bx3RcFyfwmN2DuVZ9oKs,spotify:track:29Bx3RcFyfwmN2DuVZ9oKs,https://api.spotify.com/v1/tracks/29Bx3RcFyfwmN2DuVZ9oKs,https://api.spotify.com/v1/audio-analysis/29Bx3RcFyfwmN2DuVZ9oKs,0.575,0.798,8,-11.491,0,0.0332,0.325,0.856,0.105,0.303,136.007,390553,4
Mar Flores,Rumination EP,spotify:album:1NbIQycm8xXOTstbMFo1b1,Nightcrawler - Original Mix,spotify:track:29Bx3RcFyfwmN2DuVZ9oKs,5/10/2024,5Evut4lzy9K6I70qglYCOI,spotify:track:5Evut4lzy9K6I70qglYCOI,https://api.spotify.com/v1/tracks/5Evut4lzy9K6I70qglYCOI,https://api.spotify.com/v1/audio-analysis/5Evut4lzy9K6I70qglYCOI,0.763,0.883,11,-11.563,1,0.0501,0.469,0.928,0.0888,0.769,132.021,327273,3
Anna Kost,REVERSE VA 002,spotify:album:4ubf6QkbB0sqWaOCY3rSRA,55sequential,spotify:track:5Evut4lzy9K6I70qglYCOI,5/10/2024,3PJqKHhoOadu49z2PmkIur,spotify:track:3PJqKHhoOadu49z2PmkIur,https://api.spotify.com/v1/tracks/3PJqKHhoOadu49z2PmkIur,https://api.spotify.com/v1/audio-analysis/3PJqKHhoOadu49z2PmkIur,0.712,0.912,1,-10.793,1,0.0518,0.00219,0.915,0.116,0.0405,136.004,508235,4
Developer,The Sleep Thief,spotify:album:4KpAKr4Hku8ulc6KwZDGQk,The Sleep Thief Mover - Developer Tool Mix,spotify:track:3PJqKHhoOadu49z2PmkIur,5/10/2024,1DMIyhnen9Mm87IStv03yS,spotify:track:1DMIyhnen9Mm87IStv03yS,https://api.spotify.com/v1/tracks/1DMIyhnen9Mm87IStv03yS,https://api.spotify.com/v1/audio-analysis/1DMIyhnen9Mm87IStv03yS,0.475,0.971,1,-8.604,1,0.0477,0.000613,0.852,0.244,0.328,136.002,370895,3
Mist Gasp,Tales of Change EP,spotify:album:3Vdq7POHwE0b8NMMVmpFz5,The Await,spotify:track:1DMIyhnen9Mm87IStv03yS,5/10/2024,7BSauZWTD7hATnNoxEuPRv,spotify:track:7BSauZWTD7hATnNoxEuPRv,https://api.spotify.com/v1/tracks/7BSauZWTD7hATnNoxEuPRv,https://api.spotify.com/v1/audio-analysis/7BSauZWTD7hATnNoxEuPRv,0.649,0.822,10,-10.817,0,0.0948,0.0526,0.561,0.34,0.236,135.996,343381,4
Obscur,Fight or Flight EP,spotify:album:4z8rWSmL7CPMAlFtZqzCoz,Between Yes & No,spotify:track:7BSauZWTD7hATnNoxEuPRv,5/10/2024,282cAhPPbkWY7qu5zqYFRo,spotify:track:282cAhPPbkWY7qu5zqYFRo,https://api.spotify.com/v1/tracks/282cAhPPbkWY7qu5zqYFRo,https://api.spotify.com/v1/audio-analysis/282cAhPPbkWY7qu5zqYFRo,0.786,0.884,10,-9.334,0,0.0397,0.00685,0.899,0.0977,0.0438,136.006,372794,4
B. Riley,CTRL050,spotify:album:6hML5d0fgzVgkgBvov6wE2,Accents,spotify:track:282cAhPPbkWY7qu5zqYFRo,5/10/2024,5tKuOKQMEqFzKq2ukACxiM,spotify:track:5tKuOKQMEqFzKq2ukACxiM,https://api.spotify.com/v1/tracks/5tKuOKQMEqFzKq2ukACxiM,https://api.spotify.com/v1/audio-analysis/5tKuOKQMEqFzKq2ukACxiM,0.603,0.937,10,-6.27,0,0.0623,0.000115,0.899,0.108,0.591,144.02,322552,4
Hioll,Barrunto Gris,spotify:album:1QL32d78W833NAgRg5BznM,Concrete Jungle,spotify:track:5tKuOKQMEqFzKq2ukACxiM,5/10/2024,3Ac05VgCM3JHdZIfLEnWnX,spotify:track:3Ac05VgCM3JHdZIfLEnWnX,https://api.spotify.com/v1/tracks/3Ac05VgCM3JHdZIfLEnWnX,https://api.spotify.com/v1/audio-analysis/3Ac05VgCM3JHdZIfLEnWnX,0.698,0.794,10,-10.237,0,0.0474,0.0433,0.868,0.112,0.23,124.006,284614,4
Fook Yue,Kali EP,spotify:album:7K5KkHz1PjaAcE74XGoBhc,Kali,spotify:track:3Ac05VgCM3JHdZIfLEnWnX,5/9/2024,62FxTjhgkgyg7erhZ4I5V6,spotify:track:62FxTjhgkgyg7erhZ4I5V6,https://api.spotify.com/v1/tracks/62FxTjhgkgyg7erhZ4I5V6,https://api.spotify.com/v1/audio-analysis/62FxTjhgkgyg7erhZ4I5V6,0.507,0.967,11,-7.275,0,0.0556,1.75e-06,0.788,0.16,0.0705,137.99,361108,4
Rødder,Syntagma,spotify:album:5QKyMI5mYC0lLxj1hwjoXT,Term,spotify:track:62FxTjhgkgyg7erhZ4I5V6,5/10/2024,4CETSjmL8B5tJd9V5JSOjH,spotify:track:4CETSjmL8B5tJd9V5JSOjH,https://api.spotify.com/v1/tracks/4CETSjmL8B5tJd9V5JSOjH,https://api.spotify.com/v1/audio-analysis/4CETSjmL8B5tJd9V5JSOjH,0.762,0.953,11,-10.694,0,0.0873,0.291,0.935,0.159,0.421,144.015,324167,4
Franco Rossi,Fabulae,spotify:album:2bKkYtHBYQ6PCCYJANc6Lx,Aequitas,spotify:track:4CETSjmL8B5tJd9V5JSOjH,5/3/2024,3vhaC0SHrbSS1CKpVDyQlk,spotify:track:3vhaC0SHrbSS1CKpVDyQlk,https://api.spotify.com/v1/tracks/3vhaC0SHrbSS1CKpVDyQlk,https://api.spotify.com/v1/audio-analysis/3vhaC0SHrbSS1CKpVDyQlk,0.498,0.442,6,-14.302,0,0.179,0.271,0.916,0.112,0.0345,130.017,354462,4
Luigi Tozzi,Strati,spotify:album:2AzqJSFP2BykfXTZYnEiaF,Head Hunt,spotify:track:3vhaC0SHrbSS1CKpVDyQlk,5/10/2024,63rTlp9BecLkSj9OiX8BSK,spotify:track:63rTlp9BecLkSj9OiX8BSK,https://api.spotify.com/v1/tracks/63rTlp9BecLkSj9OiX8BSK,https://api.spotify.com/v1/audio-analysis/63rTlp9BecLkSj9OiX8BSK,0.764,0.984,11,-7.61,0,0.0452,0.0102,0.933,0.11,0.163,142.008,381000,4
Antic Soul,Transmutation EP,spotify:album:15Z38AEZu7W0VdLJYfQdXy,Utapau,spotify:track:63rTlp9BecLkSj9OiX8BSK,5/10/2024,6etGg1d16sVWDdPfXckZ7W,spotify:track:6etGg1d16sVWDdPfXckZ7W,https://api.spotify.com/v1/tracks/6etGg1d16sVWDdPfXckZ7W,https://api.spotify.com/v1/audio-analysis/6etGg1d16sVWDdPfXckZ7W,0.777,0.732,1,-10.911,1,0.048,0.0046,0.856,0.107,0.336,131.02,297667,4
Arkajo,AniaraWL04,spotify:album:6uKdqy3hIYqLKUZvxxy5QA,Surge,spotify:track:6etGg1d16sVWDdPfXckZ7W,5/10/2024,0s0IFse3lG9RMzNli5zdWO,spotify:track:0s0IFse3lG9RMzNli5zdWO,https://api.spotify.com/v1/tracks/0s0IFse3lG9RMzNli5zdWO,https://api.spotify.com/v1/audio-analysis/0s0IFse3lG9RMzNli5zdWO,0.745,0.864,1,-10.453,1,0.0587,0.000311,0.895,0.199,0.0621,143.994,320801,4
Lady Starlight,Capricorn Rising,spotify:album:5Hk7gLE1kj7ngGuZfRvEyi,Chapter 23,spotify:track:0s0IFse3lG9RMzNli5zdWO,5/10/2024,0K0nJ3Ayx8u0FsEIBPYElm,spotify:track:0K0nJ3Ayx8u0FsEIBPYElm,https://api.spotify.com/v1/tracks/0K0nJ3Ayx8u0FsEIBPYElm,https://api.spotify.com/v1/audio-analysis/0K0nJ3Ayx8u0FsEIBPYElm,0.721,0.842,10,-9.492,0,0.0433,0.0214,0.903,0.122,0.0369,132.993,298702,3
Bebhionn,Moon Center,spotify:album:5rmVNl9E4OThIsNeY3eyDW,Megaclite - Original mix,spotify:track:0K0nJ3Ayx8u0FsEIBPYElm,5/6/2024,3EWKAv5wQxM0RYgYTmGufu,spotify:track:3EWKAv5wQxM0RYgYTmGufu,https://api.spotify.com/v1/tracks/3EWKAv5wQxM0RYgYTmGufu,https://api.spotify.com/v1/audio-analysis/3EWKAv5wQxM0RYgYTmGufu,0.674,0.946,11,-6.059,0,0.0514,2.75e-06,0.817,0.0932,0.605,139.984,438857,4
Miss Electric,Visions E.P,spotify:album:51hPbWHjG0cay8DQmG3KtK,Visions,spotify:track:3EWKAv5wQxM0RYgYTmGufu,5/3/2024,4YwtbCSBPwPTb9DOpDKf5M,spotify:track:4YwtbCSBPwPTb9DOpDKf5M,https://api.spotify.com/v1/tracks/4YwtbCSBPwPTb9DOpDKf5M,https://api.spotify.com/v1/audio-analysis/4YwtbCSBPwPTb9DOpDKf5M,0.65,0.934,1,-8.048,1,0.211,0.0707,0.923,0.167,0.26,144.029,328293,4
